GILGFVFTL,10x,0.087538056,0.0
LLFGYPVYV,10x,0.55024636,0.0
GILGFVFTL,positive,0.99812824,1.0
GILGFVFTL,swapped_4548,0.13630699,0.0
GILGFVFTL,10x,0.20234269,0.0
GILGFVFTL,10x,0.11627766,0.0
GILGFVFTL,10x,0.962153,0.0
GILGFVFTL,10x,0.10195224,0.0
GILGFVFTL,positive,0.9977048,1.0
NLVPMVATV,swapped_2908,0.025906578,0.0
GLCTLVAML,10x,0.44373566,0.0
GLCTLVAML,10x,0.6117475,0.0
GILGFVFTL,10x,0.15000382,0.0
NLVPMVATV,positive,0.30622792,1.0
KTWGQYWQV,10x,0.4826146,0.0
GILGFVFTL,positive,0.9867393,1.0
NLVPMVATV,10x,0.36565778,0.0
NLVPMVATV,10x,0.53535247,0.0
GILGFVFTL,10x,0.16835234,0.0
GILGFVFTL,10x,0.1411408,0.0
GILGFVFTL,positive,0.9979802,1.0
GLCTLVAML,10x,0.59230137,0.0
NLVPMVATV,10x,0.35069144,0.0
GLCTLVAML,swapped_5929,0.024872154,0.0
GILGFVFTL,10x,0.10354558,0.0
GILGFVFTL,10x,0.10219823,0.0
GLCTLVAML,10x,0.38062438,0.0
GILGFVFTL,10x,0.09050665,0.0
GILGFVFTL,swapped_1769,0.17039193,0.0
GILGFVFTL,positive,0.2783643,1.0
GILGFVFTL,10x,0.106499255,0.0
MLDLQPETT,swapped_4556,0.030696299,0.0
GILGFVFTL,10x,0.09974723,0.0
GILGFVFTL,positive,0.99619234,1.0
GILGFVFTL,10x,0.13214603,0.0
GLCTLVAML,10x,0.5905541,0.0
GLCTLVAML,10x,0.4836586,0.0
GILGFVFTL,swapped_1616,0.10640768,0.0
GILGFVFTL,swapped_372,0.13165982,0.0
GILGFVFTL,positive,0.78446907,1.0
GILGFVFTL,10x,0.11776697,0.0
NLVPMVATV,swapped_1678,0.032030858,0.0
GILGFVFTL,10x,0.96536326,0.0
GILGFVFTL,10x,0.19375296,0.0
GILGFVFTL,positive,0.997558,1.0
NLVPMVATV,positive,0.38939297,1.0
GILGFVFTL,10x,0.2304177,0.0
LLFGYPVYV,10x,0.570877,0.0
GILGFVFTL,swapped_4518,0.13655674,0.0
GILGFVFTL,positive,0.9979012,1.0
GILGFVFTL,10x,0.15301315,0.0
KTWGQYWQV,positive,0.5241363,1.0
GILGFVFTL,10x,0.151805,0.0
GILGFVFTL,10x,0.1066338,0.0
LLFGYPVYV,swapped_216,0.1345157,0.0
GILGFVFTL,10x,0.1700984,0.0
GILGFVFTL,10x,0.10431896,0.0
NLVPMVATV,swapped_4486,0.029574625,0.0
SLFNTVATL,10x,0.47775677,0.0
GILGFVFTL,positive,0.27711833,1.0
NLVPMVATV,swapped_2749,0.3415851,0.0
GILGFVFTL,10x,0.1505445,0.0
GLCTLVAML,positive,0.7018026,1.0
NLVPMVATV,swapped_4447,0.02584739,0.0
GILGFVFTL,swapped_3027,0.15240029,0.0
GILGFVFTL,10x,0.09352632,0.0
GILGFVFTL,10x,0.089095116,0.0
GILGFVFTL,10x,0.12733202,0.0
GILGFVFTL,swapped_2957,0.12573722,0.0
GILGFVFTL,positive,0.18083711,1.0
GILGFVFTL,10x,0.09297005,0.0
NLVPMVATV,10x,0.549266,0.0
GLCTLVAML,swapped_4433,0.02482551,0.0
GILGFVFTL,10x,0.07379194,0.0
GILGFVFTL,10x,0.16457744,0.0
GILGFVFTL,10x,0.11210882,0.0
GLCTLVAML,positive,0.56082827,1.0
KLQCVDLHV,10x,0.56020254,0.0
GILGFVFTL,10x,0.14460073,0.0
GILGFVFTL,positive,0.99800366,1.0
GILGFVFTL,10x,0.11221719,0.0
NLVPMVATV,10x,0.49820307,0.0
GILGFVFTL,positive,0.97954893,1.0
GLCTLVAML,swapped_185,0.019717576,0.0
LLFGYPVYV,10x,0.58134717,0.0
GILGFVFTL,swapped_5784,0.12073947,0.0
GLCTLVAML,swapped_2765,0.14263265,0.0
GILGFVFTL,swapped_5987,0.11674269,0.0
GLCTLVAML,10x,0.5559957,0.0
GILGFVFTL,10x,0.110225596,0.0
GILGFVFTL,10x,0.07757349,0.0
