GILGFVFTL,10x,0.26402354,0.0
GILGFVFTL,swapped_1785,0.26822874,0.0
GILGFVFTL,10x,0.3029158,0.0
GILGFVFTL,10x,0.24046938,0.0
GILGFVFTL,10x,0.16078497,0.0
GILGFVFTL,10x,0.67211205,0.0
GILGFVFTL,swapped_2958,0.2581257,0.0
RTLNAWVKV,10x,0.53212696,0.0
NLVPMVATV,10x,0.424953,0.0
GILGFVFTL,10x,0.33426186,0.0
GILGFVFTL,10x,0.28086,0.0
GILGFVFTL,10x,0.2128493,0.0
KTWGQYWQV,positive,0.5212987,1.0
KTWGQYWQV,positive,0.5146339,1.0
GILGFVFTL,10x,0.34560812,0.0
GILGFVFTL,positive,0.23075403,1.0
YLLEMLWRL,10x,0.32054442,0.0
GILGFVFTL,10x,0.75586414,0.0
GILGFVFTL,10x,0.17371094,0.0
NLVPMVATV,positive,0.6643641,1.0
GILGFVFTL,10x,0.37675032,0.0
GILGFVFTL,10x,0.21075195,0.0
GILGFVFTL,10x,0.18170275,0.0
NLVPMVATV,swapped_4440,0.19049275,0.0
GILGFVFTL,10x,0.1849047,0.0
GILGFVFTL,10x,0.24270935,0.0
GILGFVFTL,10x,0.21180117,0.0
GLCTLVAML,swapped_2963,0.14658265,0.0
GLCTLVAML,10x,0.36233878,0.0
GILGFVFTL,10x,0.3520405,0.0
GILGFVFTL,10x,0.2140977,0.0
GILGFVFTL,10x,0.35690778,0.0
GILGFVFTL,10x,0.2237213,0.0
GLCTLVAML,swapped_4188,0.13127102,0.0
GLCTLVAML,positive,0.5211584,1.0
GLCTLVAML,swapped_5724,0.14321831,0.0
GILGFVFTL,10x,0.25190386,0.0
GILGFVFTL,swapped_5874,0.2536049,0.0
GILGFVFTL,10x,0.41425356,0.0
GILGFVFTL,positive,0.9156408,1.0
GLCTLVAML,positive,0.6387216,1.0
GILGFVFTL,10x,0.16195938,0.0
GILGFVFTL,10x,0.775534,0.0
GILGFVFTL,10x,0.26011643,0.0
GLCTLVAML,10x,0.58870584,0.0
GILGFVFTL,positive,0.30748513,1.0
GILGFVFTL,10x,0.17559364,0.0
GLCTLVAML,10x,0.53221774,0.0
GILGFVFTL,10x,0.7185774,0.0
NLVPMVATV,10x,0.39114535,0.0
GILGFVFTL,10x,0.20723489,0.0
GILGFVFTL,10x,0.5585766,0.0
GILGFVFTL,positive,0.9725088,1.0
GILGFVFTL,10x,0.2506926,0.0
KVLEYVIKV,positive,0.5410937,1.0
GILGFVFTL,10x,0.33061734,0.0
GILGFVFTL,swapped_5815,0.3219502,0.0
GLCTLVAML,swapped_251,0.32273057,0.0
GILGFVFTL,10x,0.21778075,0.0
NLVPMVATV,10x,0.44086134,0.0
GILGFVFTL,positive,0.9895224,1.0
GLCTLVAML,positive,0.46532515,1.0
GILGFVFTL,10x,0.48338816,0.0
GILGFVFTL,10x,0.21786055,0.0
GLCTLVAML,swapped_297,0.10999453,0.0
GILGFVFTL,positive,0.9064392,1.0
GILGFVFTL,10x,0.22279716,0.0
GILGFVFTL,10x,0.2210373,0.0
GILGFVFTL,10x,0.20649,0.0
GLCTLVAML,swapped_4336,0.10950314,0.0
GILGFVFTL,10x,0.24350537,0.0
GLCTLVAML,swapped_4251,0.10664345,0.0
GILGFVFTL,10x,0.31939417,0.0
IMDQVPFSV,10x,0.47643292,0.0
GILGFVFTL,10x,0.18388666,0.0
GILGFVFTL,10x,0.21467824,0.0
GLCTLVAML,10x,0.43176532,0.0
GLCTLVAML,10x,0.2979225,0.0
GILGFVFTL,10x,0.21742281,0.0
GILGFVFTL,positive,0.8511385,1.0
GILGFVFTL,swapped_4184,0.29682085,0.0
NLVPMVATV,positive,0.54851145,1.0
GLCTLVAML,positive,0.67771477,1.0
GILGFVFTL,positive,0.981515,1.0
GILGFVFTL,positive,0.87454045,1.0
GILGFVFTL,positive,0.8744764,1.0
FLYALALLL,10x,0.3785323,0.0
GILGFVFTL,10x,0.2597934,0.0
GILGFVFTL,swapped_2857,0.32543853,0.0
GILGFVFTL,10x,0.23425521,0.0
NLVPMVATV,10x,0.46166906,0.0
GILGFVFTL,10x,0.21641484,0.0
GILGFVFTL,10x,0.314444,0.0
GLCTLVAML,10x,0.46534523,0.0
GILGFVFTL,10x,0.85409427,0.0
NLVPMVATV,10x,0.4069762,0.0
GILGFVFTL,10x,0.14999726,0.0
GILGFVFTL,10x,0.23180516,0.0
MLDLQPETT,positive,0.3717516,1.0
GILGFVFTL,swapped_64,0.27947873,0.0
GILGFVFTL,positive,0.9418242,1.0
GILGFVFTL,10x,0.28942809,0.0
SLLMWITQV,10x,0.5640152,0.0
GILGFVFTL,10x,0.32201707,0.0
NLVPMVATV,10x,0.54208994,0.0
GILGFVFTL,10x,0.22919925,0.0
GILGFVFTL,10x,0.5136046,0.0
RTLNAWVKV,positive,0.42314714,1.0
GILGFVFTL,positive,0.89279073,1.0
GILGFVFTL,swapped_1645,0.28882456,0.0
SLLMWITQV,positive,0.30636668,1.0
GILGFVFTL,swapped_183,0.28086,0.0
GILGFVFTL,positive,0.9458075,1.0
GILGFVFTL,10x,0.46553266,0.0
GILGFVFTL,positive,0.92562133,1.0
LLFGYPVYV,10x,0.540957,0.0
GLCTLVAML,swapped_145,0.3995424,0.0
IMDQVPFSV,swapped_4299,0.2398968,0.0
GILGFVFTL,10x,0.343659,0.0
NLVPMVATV,swapped_1797,0.38339975,0.0
GILGFVFTL,10x,0.20582801,0.0
NLVPMVATV,positive,0.27452207,1.0
GILGFVFTL,10x,0.12923804,0.0
GILGFVFTL,10x,0.21465842,0.0
GLCTLVAML,swapped_5827,0.19428892,0.0
RTLNAWVKV,swapped_4257,0.3199883,0.0
GILGFVFTL,10x,0.57170546,0.0
GILGFVFTL,positive,0.9884094,1.0
NLVPMVATV,10x,0.5243151,0.0
GILGFVFTL,swapped_3041,0.49183476,0.0
GILGFVFTL,positive,0.97830474,1.0
GILGFVFTL,positive,0.29661414,1.0
GILGFVFTL,positive,0.8851412,1.0
NLVPMVATV,swapped_1578,0.16484703,0.0
GILGFVFTL,10x,0.17049128,0.0
GILGFVFTL,10x,0.22585836,0.0
GILGFVFTL,swapped_5975,0.29576045,0.0
NLVPMVATV,10x,0.25655186,0.0
GILGFVFTL,10x,0.4956366,0.0
LLFGYPVYV,swapped_38,0.42928234,0.0
GILGFVFTL,10x,0.2032565,0.0
GILGFVFTL,positive,0.18610278,1.0
GILGFVFTL,10x,0.19364534,0.0
GILGFVFTL,10x,0.24999005,0.0
GILGFVFTL,10x,0.1797047,0.0
RMFPNAPYL,10x,0.41408464,0.0
GILGFVFTL,10x,0.45909482,0.0
GILGFVFTL,10x,0.18476075,0.0
GILGFVFTL,10x,0.7816542,0.0
GILGFVFTL,10x,0.82660335,0.0
GILGFVFTL,positive,0.9815823,1.0
GILGFVFTL,positive,0.93046623,1.0
GILGFVFTL,positive,0.85344756,1.0
IMDQVPFSV,swapped_2826,0.33190566,0.0
GLCTLVAML,10x,0.40297642,0.0
GILGFVFTL,10x,0.26710987,0.0
RTLNAWVKV,swapped_4517,0.46043286,0.0
GILGFVFTL,positive,0.9260507,1.0
FLYALALLL,positive,0.5677279,1.0
GLCTLVAML,positive,0.57328314,1.0
GILGFVFTL,10x,0.21477033,0.0
YLLEMLWRL,10x,0.53086996,0.0
GILGFVFTL,10x,0.15159191,0.0
SLFNTVATL,swapped_3024,0.15968786,0.0
GILGFVFTL,10x,0.31184483,0.0
LLFGYPVYV,10x,0.53804415,0.0
GILGFVFTL,swapped_4465,0.230939,0.0
GLCTLVAML,swapped_4335,0.137053,0.0
GILGFVFTL,10x,0.2551209,0.0
GILGFVFTL,swapped_4545,0.20692164,0.0
GILGFVFTL,positive,0.8990627,1.0
GILGFVFTL,10x,0.19006982,0.0
NLVPMVATV,swapped_1788,0.16189025,0.0
GILGFVFTL,10x,0.18977456,0.0
NLVPMVATV,10x,0.54787105,0.0
GLCTLVAML,swapped_4498,0.13022152,0.0
GLCTLVAML,10x,0.4105801,0.0
GLCTLVAML,swapped_312,0.111399494,0.0
NLVPMVATV,positive,0.4280205,1.0
NLVPMVATV,10x,0.42074126,0.0
GILGFVFTL,swapped_210,0.31942365,0.0
GILGFVFTL,10x,0.26231453,0.0
GILGFVFTL,swapped_4242,0.21722712,0.0
GILGFVFTL,10x,0.2534206,0.0
GILGFVFTL,10x,0.83180064,0.0
GLCTLVAML,swapped_2779,0.15398437,0.0
GILGFVFTL,10x,0.1638932,0.0
GILGFVFTL,10x,0.36689016,0.0
GLCTLVAML,10x,0.40359154,0.0
GLCTLVAML,swapped_5904,0.58525676,0.0
GILGFVFTL,swapped_2815,0.74760234,0.0
GLCTLVAML,swapped_5933,0.114967145,0.0
GILGFVFTL,10x,0.24717374,0.0
GILGFVFTL,swapped_4347,0.62169546,0.0
LLFGYPVYV,10x,0.47351554,0.0
GILGFVFTL,10x,0.2259318,0.0
GILGFVFTL,positive,0.88388276,1.0
GLCTLVAML,10x,0.18686847,0.0
GILGFVFTL,10x,0.38949633,0.0
LLFGYPVYV,10x,0.588787,0.0
GLCTLVAML,10x,0.3507612,0.0
NLVPMVATV,swapped_1666,0.44999284,0.0
GILGFVFTL,10x,0.24783254,0.0
GLCTLVAML,swapped_4453,0.1569954,0.0
KTWGQYWQV,positive,0.5449648,1.0
GILGFVFTL,10x,0.18192805,0.0
GILGFVFTL,10x,0.85735935,0.0
FLYALALLL,swapped_4201,0.62335336,0.0
KVLEYVIKV,swapped_268,0.22334225,0.0
LLFGYPVYV,swapped_351,0.33164972,0.0
NLVPMVATV,10x,0.48786992,0.0
GLCTLVAML,positive,0.3834694,1.0
GILGFVFTL,10x,0.30890808,0.0
GILGFVFTL,positive,0.79796654,1.0
NLVPMVATV,swapped_1664,0.18531959,0.0
GILGFVFTL,positive,0.89548653,1.0
GILGFVFTL,10x,0.485494,0.0
GLCTLVAML,positive,0.46649092,1.0
GILGFVFTL,10x,0.33049273,0.0
GLCTLVAML,10x,0.40615475,0.0
GLCTLVAML,10x,0.5016284,0.0
GILGFVFTL,10x,0.24768774,0.0
GLCTLVAML,positive,0.63284266,1.0
GILGFVFTL,10x,0.22419117,0.0
CLGGLLTMV,10x,0.51248676,0.0
GILGFVFTL,10x,0.24660395,0.0
NLVPMVATV,swapped_4274,0.5243133,0.0
GILGFVFTL,positive,0.34132105,1.0
GILGFVFTL,10x,0.26189315,0.0
GILGFVFTL,positive,0.25604415,1.0
GILGFVFTL,10x,0.2246679,0.0
GILGFVFTL,10x,0.22715232,0.0
GILGFVFTL,10x,0.32003865,0.0
GILGFVFTL,10x,0.17181662,0.0
GILGFVFTL,10x,0.11103481,0.0
FLYALALLL,10x,0.42418718,0.0
GILGFVFTL,positive,0.98178655,1.0
GLCTLVAML,10x,0.38506472,0.0
GILGFVFTL,10x,0.41701034,0.0
GILGFVFTL,swapped_1753,0.32854944,0.0
RMFPNAPYL,swapped_2867,0.543605,0.0
GILGFVFTL,swapped_372,0.25247115,0.0
GILGFVFTL,10x,0.3345141,0.0
GILGFVFTL,10x,0.34989867,0.0
GILGFVFTL,swapped_2965,0.22486195,0.0
GLCTLVAML,swapped_249,0.12940764,0.0
GILGFVFTL,10x,0.24966119,0.0
GLCTLVAML,10x,0.5975413,0.0
GLCTLVAML,positive,0.5251827,1.0
NLVPMVATV,swapped_245,0.40553084,0.0
GILGFVFTL,10x,0.20514923,0.0
GLCTLVAML,10x,0.39574158,0.0
GLCTLVAML,10x,0.50024456,0.0
GILGFVFTL,10x,0.3502509,0.0
GILGFVFTL,swapped_1738,0.3629886,0.0
GILGFVFTL,10x,0.21419942,0.0
NLVPMVATV,swapped_2983,0.5135314,0.0
GILGFVFTL,positive,0.31701398,1.0
GILGFVFTL,10x,0.83649117,0.0
KTWGQYWQV,10x,0.1470088,0.0
NLVPMVATV,10x,0.6090682,0.0
GLCTLVAML,positive,0.4326244,1.0
GILGFVFTL,positive,0.9691205,1.0
GILGFVFTL,10x,0.30957022,0.0
GILGFVFTL,10x,0.150465,0.0
GILGFVFTL,swapped_4491,0.21312289,0.0
GILGFVFTL,10x,0.2507417,0.0
GILGFVFTL,10x,0.16608319,0.0
