6802,MLDLQPETT,swapped_5979,0.0004107628,0.0
5105,GILGFVFTL,10x,0.22258921,0.0
6635,GILGFVFTL,swapped_5740,0.3570097,0.0
2273,NLVPMVATV,10x,0.35327953,0.0
6400,GILGFVFTL,10x,0.2262209,0.0
362,GILGFVFTL,positive,0.10154416,1.0
5650,NLVPMVATV,swapped_4499,0.00014162861,0.0
5249,RTLNAWVKV,10x,0.38499075,0.0
6882,NLVPMVATV,swapped_5722,0.0002566876,0.0
3266,GILGFVFTL,10x,0.21384716,0.0
1115,GILGFVFTL,10x,0.2476343,0.0
1671,GILGFVFTL,positive,0.9447716,1.0
5288,GILGFVFTL,10x,0.43078715,0.0
5398,GILGFVFTL,swapped_4268,0.20089248,0.0
2900,GILGFVFTL,positive,0.31398466,1.0
3056,GILGFVFTL,positive,0.9992854,1.0
6040,GILGFVFTL,10x,0.13260458,0.0
5792,NLVPMVATV,positive,0.40997,1.0
3039,GILGFVFTL,positive,0.9998172,1.0
5067,GILGFVFTL,10x,0.17190112,0.0
3420,GLCTLVAML,10x,0.31795517,0.0
1039,NLVPMVATV,10x,0.012551697,0.0
5722,GILGFVFTL,positive,0.9999933,1.0
5769,GILGFVFTL,positive,0.39604858,1.0
1348,NLVPMVATV,swapped_141,0.114015386,0.0
3253,GILGFVFTL,10x,0.27892515,0.0
1547,GLCTLVAML,positive,0.947539,1.0
3998,GILGFVFTL,swapped_2944,0.104707144,0.0
938,GLCTLVAML,10x,0.70699495,0.0
5448,GLCTLVAML,swapped_4240,0.11772879,0.0
4063,NLVPMVATV,swapped_2901,0.39438868,0.0
4485,GILGFVFTL,positive,0.22426105,1.0
2232,NLVPMVATV,10x,0.7207451,0.0
2185,NLVPMVATV,10x,0.3842874,0.0
3802,GILGFVFTL,10x,0.28517833,0.0
235,GILGFVFTL,positive,0.99999475,1.0
5223,GILGFVFTL,10x,0.24177565,0.0
318,GILGFVFTL,positive,0.99969447,1.0
4005,NLVPMVATV,swapped_3044,0.0007797022,0.0
4613,GILGFVFTL,10x,0.21234699,0.0
2269,GILGFVFTL,10x,0.34893274,0.0
2317,GILGFVFTL,10x,0.31001848,0.0
2892,GILGFVFTL,positive,0.094289295,1.0
330,LLFGYPVYV,positive,0.4003825,1.0
2912,FLYALALLL,positive,0.6838341,1.0
3489,GILGFVFTL,10x,0.16585273,0.0
890,GILGFVFTL,10x,0.33007428,0.0
6773,NLVPMVATV,swapped_5871,0.0003501272,0.0
3586,GLCTLVAML,10x,0.28141657,0.0
107,GILGFVFTL,positive,0.99997854,1.0
6639,GLCTLVAML,swapped_5732,0.24253997,0.0
1387,NLVPMVATV,swapped_96,0.059909075,0.0
4321,GILGFVFTL,positive,0.9999864,1.0
203,GILGFVFTL,positive,0.14540191,1.0
6531,GILGFVFTL,10x,0.32433042,0.0
6021,LLFGYPVYV,10x,0.6029963,0.0
58,GILGFVFTL,positive,0.32103005,1.0
171,MLDLQPETT,positive,0.50685996,1.0
1289,NLVPMVATV,swapped_187,0.004855336,0.0
4546,GILGFVFTL,positive,0.9999994,1.0
4315,GILGFVFTL,positive,0.99729425,1.0
406,GILGFVFTL,10x,0.2118002,0.0
4067,NLVPMVATV,swapped_2808,0.0382649,0.0
1244,NLVPMVATV,swapped_150,0.0007340652,0.0
6523,GILGFVFTL,10x,0.9726887,0.0
5040,GLCTLVAML,10x,0.31605253,0.0
2731,GILGFVFTL,positive,0.9999869,1.0
5693,GLCTLVAML,swapped_4205,0.25714082,0.0
485,GILGFVFTL,10x,0.25543684,0.0
5594,GILGFVFTL,swapped_4223,0.36953068,0.0
457,GILGFVFTL,10x,0.23301575,0.0
4003,GLCTLVAML,swapped_2884,0.0127687715,0.0
6233,GILGFVFTL,10x,0.13995971,0.0
845,GILGFVFTL,10x,0.29845005,0.0
6455,GILGFVFTL,10x,0.15546522,0.0
991,GLCTLVAML,swapped_73,0.2249088,0.0
1778,GILGFVFTL,positive,0.9996474,1.0
5292,GILGFVFTL,10x,0.20963438,0.0
2763,GILGFVFTL,positive,0.9999926,1.0
2794,GILGFVFTL,positive,0.9956852,1.0
1623,GILGFVFTL,positive,0.9998124,1.0
2992,GILGFVFTL,positive,0.9999356,1.0
1773,GILGFVFTL,positive,0.24118303,1.0
1891,GILGFVFTL,10x,0.35969865,0.0
3824,GLCTLVAML,swapped_2999,8.523109e-05,0.0
5508,NLVPMVATV,swapped_4375,0.00011134995,0.0
3869,NLVPMVATV,swapped_2989,0.00016010996,0.0
3763,GILGFVFTL,10x,0.19572307,0.0
5181,GILGFVFTL,10x,0.27041212,0.0
2823,GILGFVFTL,positive,0.9999844,1.0
3569,GILGFVFTL,10x,0.5350833,0.0
4641,GILGFVFTL,10x,0.30354202,0.0
5042,GILGFVFTL,10x,0.32381284,0.0
186,FLYALALLL,positive,0.8127527,1.0
4356,GILGFVFTL,positive,0.9999958,1.0
2989,GILGFVFTL,positive,0.9999963,1.0
1964,GILGFVFTL,10x,0.5933769,0.0
5479,GILGFVFTL,swapped_4342,0.12353326,0.0
4290,LLFGYPVYV,positive,0.44333717,1.0
5293,GILGFVFTL,10x,0.18412894,0.0
987,NLVPMVATV,10x,0.41403976,0.0
5229,GILGFVFTL,10x,0.23583934,0.0
2635,RTLNAWVKV,swapped_1800,0.22713864,0.0
6039,GILGFVFTL,10x,0.21153934,0.0
251,RMFPNAPYL,positive,0.23920207,1.0
1319,GLCTLVAML,swapped_251,0.16715689,0.0
4374,GILGFVFTL,positive,0.9999821,1.0
6436,GILGFVFTL,10x,0.09151574,0.0
1850,GILGFVFTL,10x,0.035347052,0.0
5469,NLVPMVATV,swapped_4350,0.0014175848,0.0
6302,NLVPMVATV,10x,0.4777044,0.0
2260,GILGFVFTL,10x,0.21765997,0.0
876,GLCTLVAML,10x,0.3848096,0.0
4699,GLCTLVAML,10x,0.21410051,0.0
4137,KTWGQYWQV,swapped_2912,0.530436,0.0
1834,GILGFVFTL,10x,0.287268,0.0
3369,NLVPMVATV,10x,0.37353373,0.0
187,GILGFVFTL,positive,0.9997434,1.0
5233,GILGFVFTL,10x,0.25067803,0.0
4874,GILGFVFTL,10x,0.21517338,0.0
6280,GILGFVFTL,10x,0.19793196,0.0
5748,GILGFVFTL,positive,0.9961893,1.0
6149,GILGFVFTL,10x,0.22859804,0.0
1339,GLCTLVAML,swapped_354,8.2380895e-05,0.0
5116,GILGFVFTL,10x,0.18589066,0.0
5295,GILGFVFTL,10x,0.16288698,0.0
3719,GILGFVFTL,10x,0.17259282,0.0
1862,GILGFVFTL,10x,0.39955333,0.0
4623,LLFGYPVYV,10x,0.44075426,0.0
210,GLCTLVAML,positive,0.76703525,1.0
4731,GLCTLVAML,10x,0.4360768,0.0
4908,GLCTLVAML,10x,0.29970902,0.0
1375,GLCTLVAML,swapped_272,0.014641322,0.0
5790,FLYALALLL,positive,0.79912406,1.0
3222,GILGFVFTL,10x,0.15874743,0.0
1921,NLVPMVATV,10x,0.4534744,0.0
4850,GILGFVFTL,10x,0.1584531,0.0
6216,GILGFVFTL,10x,0.35720703,0.0
1852,GILGFVFTL,10x,0.3311091,0.0
6708,GLCTLVAML,swapped_5825,2.9323364e-05,0.0
463,GILGFVFTL,10x,0.27326655,0.0
3953,NLVPMVATV,swapped_2746,0.34625554,0.0
1138,NLVPMVATV,10x,0.42202008,0.0
424,GLCTLVAML,10x,0.44420758,0.0
4505,GLCTLVAML,positive,0.85732186,1.0
1809,GLCTLVAML,positive,0.47498965,1.0
3101,GILGFVFTL,10x,0.18086153,0.0
336,GILGFVFTL,positive,0.9999851,1.0
588,NLVPMVATV,10x,0.3802494,0.0
5686,RMFPNAPYL,swapped_4295,5.6912908e-05,0.0
5876,GLCTLVAML,positive,0.38721126,1.0
24,GILGFVFTL,positive,0.9995332,1.0
6167,RTLNAWVKV,10x,0.437234,0.0
6898,GLCTLVAML,swapped_5731,0.017628353,0.0
1127,GILGFVFTL,10x,0.518862,0.0
4873,NLVPMVATV,10x,0.37833074,0.0
968,GILGFVFTL,10x,0.31889704,0.0
1876,GILGFVFTL,10x,0.3139289,0.0
5560,RMFPNAPYL,swapped_4502,0.0005225567,0.0
3250,GLCTLVAML,10x,0.14652193,0.0
4538,GILGFVFTL,positive,0.13140574,1.0
4048,KTWGQYWQV,swapped_2788,0.0002929508,0.0
4130,NLVPMVATV,swapped_2761,0.032242503,0.0
6169,GILGFVFTL,10x,0.41503954,0.0
3969,GLCTLVAML,swapped_2846,8.86545e-05,0.0
5038,GILGFVFTL,10x,0.27525765,0.0
6576,FLYALALLL,10x,0.092329144,0.0
1145,GLCTLVAML,swapped_336,8.7118424e-05,0.0
3779,GILGFVFTL,10x,0.34647274,0.0
4780,GILGFVFTL,10x,0.19442196,0.0
5666,NLVPMVATV,swapped_4311,0.4440444,0.0
2368,GILGFVFTL,10x,0.53601015,0.0
641,GILGFVFTL,10x,0.35485107,0.0
5192,GILGFVFTL,10x,0.21649565,0.0
6664,NLVPMVATV,swapped_5720,0.40554526,0.0
4584,YLLEMLWRL,10x,0.37667188,0.0
6827,GLCTLVAML,swapped_5769,0.15600508,0.0
3210,GILGFVFTL,10x,0.35533065,0.0
3376,GILGFVFTL,10x,0.31262627,0.0
2377,SLFNTVATL,10x,0.2849276,0.0
5086,GILGFVFTL,10x,0.4973736,0.0
6366,GILGFVFTL,10x,0.18758543,0.0
2274,GILGFVFTL,10x,0.27510008,0.0
2798,GILGFVFTL,positive,0.9999964,1.0
4043,GLCTLVAML,swapped_2892,0.7703803,0.0
5882,SLLMWITQV,positive,0.38572973,1.0
1966,GILGFVFTL,10x,0.5532907,0.0
1939,GILGFVFTL,10x,0.30618867,0.0
3022,GILGFVFTL,positive,0.26114762,1.0
3312,GILGFVFTL,10x,0.9660514,0.0
2236,YLLEMLWRL,10x,0.024338437,0.0
2828,FLYALALLL,positive,0.53810894,1.0
2695,GILGFVFTL,positive,0.942211,1.0
1704,GLCTLVAML,positive,0.836603,1.0
3031,GILGFVFTL,positive,0.99996126,1.0
4915,GILGFVFTL,10x,0.96928406,0.0
6335,GILGFVFTL,10x,0.11800959,0.0
5286,GILGFVFTL,10x,0.3179241,0.0
1169,RTLNAWVKV,swapped_47,0.4349704,0.0
5544,GLCTLVAML,swapped_4336,0.00062986545,0.0
4153,GLCTLVAML,swapped_2783,0.0016432875,0.0
1371,LLFGYPVYV,swapped_38,0.44075426,0.0
3345,GLCTLVAML,10x,0.24729674,0.0
812,GILGFVFTL,10x,0.20757946,0.0
4951,KTWGQYWQV,10x,0.4302912,0.0
1726,GILGFVFTL,positive,0.19302061,1.0
5195,GILGFVFTL,10x,0.5119789,0.0
3636,IMDQVPFSV,10x,0.46835437,0.0
2938,GILGFVFTL,positive,0.99982387,1.0
2882,GILGFVFTL,positive,0.99977165,1.0
49,GLCTLVAML,positive,0.51638633,1.0
1274,LLFGYPVYV,swapped_263,0.23864377,0.0
6052,NLVPMVATV,10x,0.37255374,0.0
3106,NLVPMVATV,10x,0.05543222,0.0
3948,GILGFVFTL,swapped_2699,0.26459858,0.0
5641,LLFGYPVYV,swapped_4238,0.43226585,0.0
1329,NLVPMVATV,swapped_55,0.6509853,0.0
5731,GILGFVFTL,positive,0.99417794,1.0
6252,GILGFVFTL,10x,0.107705586,0.0
4024,GLCTLVAML,swapped_2955,0.39653194,0.0
6715,GLCTLVAML,swapped_5990,1.6723368e-05,0.0
4277,GILGFVFTL,positive,0.99994826,1.0
5530,GLCTLVAML,swapped_4445,0.35489082,0.0
5981,GILGFVFTL,positive,0.82216346,1.0
3773,GILGFVFTL,10x,0.3706911,0.0
1875,GILGFVFTL,10x,0.16523507,0.0
986,GILGFVFTL,10x,0.06823488,0.0
4163,NLVPMVATV,swapped_2801,0.042373054,0.0
925,NLVPMVATV,10x,0.36204782,0.0
886,GILGFVFTL,10x,0.18488601,0.0
911,GILGFVFTL,10x,0.18702556,0.0
4281,GILGFVFTL,positive,0.98754776,1.0
5405,GILGFVFTL,swapped_4505,0.14467685,0.0
3671,GILGFVFTL,10x,0.23927765,0.0
1093,GILGFVFTL,10x,0.27560568,0.0
178,GILGFVFTL,positive,0.99998987,1.0
5403,GLCTLVAML,swapped_4277,0.00029251876,0.0
676,GILGFVFTL,10x,0.2772176,0.0
6306,GILGFVFTL,10x,0.25036526,0.0
2032,GILGFVFTL,10x,0.5008497,0.0
5151,GILGFVFTL,10x,0.34937942,0.0
2898,SLFNTVATL,positive,0.6232514,1.0
5112,GILGFVFTL,10x,0.19431958,0.0
4041,NLVPMVATV,swapped_2799,0.020630809,0.0
6162,GILGFVFTL,10x,0.3135856,0.0
3047,GILGFVFTL,positive,0.5316213,1.0
4365,GILGFVFTL,positive,0.295927,1.0
5795,GILGFVFTL,positive,0.999985,1.0
5668,GLCTLVAML,swapped_4381,0.0005460531,0.0
2670,GLCTLVAML,swapped_1623,0.00023120955,0.0
2515,NLVPMVATV,swapped_1727,0.00065739267,0.0
5345,SLLMWITQV,swapped_4178,0.3261809,0.0
734,SLLMWITQV,10x,0.31100035,0.0
2730,KTWGQYWQV,positive,0.8054331,1.0
628,GILGFVFTL,10x,0.34186783,0.0
3160,RMFPNAPYL,10x,0.3756059,0.0
6082,GILGFVFTL,10x,0.23655449,0.0
6402,GILGFVFTL,10x,0.25878966,0.0
4932,GILGFVFTL,10x,0.19186766,0.0
5604,GLCTLVAML,swapped_4397,0.100688264,0.0
2468,NLVPMVATV,swapped_1627,0.00072220055,0.0
2247,GILGFVFTL,10x,0.3088092,0.0
6854,GLCTLVAML,swapped_5935,0.14564729,0.0
1179,GILGFVFTL,swapped_132,0.290796,0.0
751,GILGFVFTL,10x,0.20960228,0.0
2973,GILGFVFTL,positive,0.999995,1.0
5308,NLVPMVATV,10x,0.38501817,0.0
242,GILGFVFTL,positive,0.99992514,1.0
980,NLVPMVATV,10x,0.30796865,0.0
2237,GILGFVFTL,10x,0.5791679,0.0
1723,NLVPMVATV,positive,0.34551296,1.0
6316,GILGFVFTL,10x,0.20067027,0.0
1429,MLDLQPETT,swapped_45,0.00024798219,0.0
