6802,MLDLQPETT,swapped_5979,5,0.007505475,0.0
5105,GILGFVFTL,10x,5,0.40335932,0.0
6635,GILGFVFTL,swapped_5740,5,0.22026028,0.0
2273,NLVPMVATV,10x,5,0.57992226,0.0
6400,GILGFVFTL,10x,5,0.25843698,0.0
362,GILGFVFTL,positive,5,0.11004884,1.0
5650,NLVPMVATV,swapped_4499,5,0.0014047668,0.0
5249,RTLNAWVKV,10x,5,0.48553225,0.0
6882,NLVPMVATV,swapped_5722,5,0.0063269553,0.0
3266,GILGFVFTL,10x,5,0.21690437,0.0
1115,GILGFVFTL,10x,5,0.11373283,0.0
1671,GILGFVFTL,positive,5,0.8674751,1.0
5288,GILGFVFTL,10x,5,0.115855396,0.0
5398,GILGFVFTL,swapped_4268,5,0.048046853,0.0
2900,GILGFVFTL,positive,5,0.13051242,1.0
3056,GILGFVFTL,positive,5,0.98977983,1.0
6040,GILGFVFTL,10x,5,0.10186636,0.0
5792,NLVPMVATV,positive,5,0.28199473,1.0
3039,GILGFVFTL,positive,5,0.9948907,1.0
5067,GILGFVFTL,10x,5,0.120692894,0.0
3420,GLCTLVAML,10x,5,0.3385146,0.0
1039,NLVPMVATV,10x,5,0.016797408,0.0
5722,GILGFVFTL,positive,5,0.99741924,1.0
5769,GILGFVFTL,positive,5,0.9980545,1.0
1348,NLVPMVATV,swapped_141,5,0.15985604,0.0
3253,GILGFVFTL,10x,5,0.19221815,0.0
1547,GLCTLVAML,positive,5,0.88278985,1.0
3998,GILGFVFTL,swapped_2944,5,0.16426519,0.0
938,GLCTLVAML,10x,5,0.4928977,0.0
5448,GLCTLVAML,swapped_4240,5,0.016530836,0.0
4063,NLVPMVATV,swapped_2901,5,0.14762834,0.0
4485,GILGFVFTL,positive,5,0.13952482,1.0
2232,NLVPMVATV,10x,5,0.3639319,0.0
2185,NLVPMVATV,10x,5,0.6304124,0.0
3802,GILGFVFTL,10x,5,0.11578584,0.0
235,GILGFVFTL,positive,5,0.9930334,1.0
5223,GILGFVFTL,10x,5,0.17348562,0.0
318,GILGFVFTL,positive,5,0.99989796,1.0
4005,NLVPMVATV,swapped_3044,5,0.0040853643,0.0
4613,GILGFVFTL,10x,5,0.3185759,0.0
2269,GILGFVFTL,10x,5,0.29085314,0.0
2317,GILGFVFTL,10x,5,0.43225837,0.0
2892,GILGFVFTL,positive,5,0.1132422,1.0
330,LLFGYPVYV,positive,5,0.3467003,1.0
2912,FLYALALLL,positive,5,0.6516299,1.0
3489,GILGFVFTL,10x,5,0.1434986,0.0
890,GILGFVFTL,10x,5,0.1364706,0.0
6773,NLVPMVATV,swapped_5871,5,0.005899897,0.0
3586,GLCTLVAML,10x,5,0.47364345,0.0
107,GILGFVFTL,positive,5,0.9990036,1.0
6639,GLCTLVAML,swapped_5732,5,0.009336667,0.0
1387,NLVPMVATV,swapped_96,5,0.3337948,0.0
4321,GILGFVFTL,positive,5,0.99999726,1.0
203,GILGFVFTL,positive,5,0.081294045,1.0
6531,GILGFVFTL,10x,5,0.760471,0.0
6021,LLFGYPVYV,10x,5,0.6368225,0.0
58,GILGFVFTL,positive,5,0.16962433,1.0
171,MLDLQPETT,positive,5,0.48391005,1.0
1289,NLVPMVATV,swapped_187,5,0.026355695,0.0
4546,GILGFVFTL,positive,5,0.9999877,1.0
4315,GILGFVFTL,positive,5,0.9887078,1.0
406,GILGFVFTL,10x,5,0.28044474,0.0
4067,NLVPMVATV,swapped_2808,5,0.04362417,0.0
1244,NLVPMVATV,swapped_150,5,0.0072218357,0.0
6523,GILGFVFTL,10x,5,0.91732645,0.0
5040,GLCTLVAML,10x,5,0.5499393,0.0
2731,GILGFVFTL,positive,5,0.9996902,1.0
5693,GLCTLVAML,swapped_4205,5,0.081397034,0.0
485,GILGFVFTL,10x,5,0.11933776,0.0
5594,GILGFVFTL,swapped_4223,5,0.3097925,0.0
457,GILGFVFTL,10x,5,0.13496797,0.0
4003,GLCTLVAML,swapped_2884,5,0.080814086,0.0
6233,GILGFVFTL,10x,5,0.1966169,0.0
845,GILGFVFTL,10x,5,0.08663013,0.0
6455,GILGFVFTL,10x,5,0.088487424,0.0
991,GLCTLVAML,swapped_73,5,0.1889001,0.0
1778,GILGFVFTL,positive,5,0.9947003,1.0
5292,GILGFVFTL,10x,5,0.49216565,0.0
2763,GILGFVFTL,positive,5,0.99977094,1.0
2794,GILGFVFTL,positive,5,0.9700556,1.0
1623,GILGFVFTL,positive,5,0.98175174,1.0
2992,GILGFVFTL,positive,5,0.99612087,1.0
